    0.200508323798059536E+02    0.244283480747275750E+01    0.166050784212219583E+04   -0.288775303282541085E+01    0.106990325359847063E+02    0.240454107972809439E+01   -0.143857606681222734E+02
    0.173425217969293080E+02    0.154781900013485507E+01    0.337437047361488624E+03   -0.632788584685554945E+01    0.165631399880583849E+02    0.545720978765303144E+01   -0.142337339042735653E+02
    0.221624257010852546E+02    0.272471677494849596E+01    0.176070490882876493E+04   -0.436052362533330573E+01    0.175385033000446171E+02    0.378191798298985304E+01   -0.117266987494070847E+02
    0.149796660143511193E+02    0.279882997902493358E+01    0.919976882736414268E+03   -0.360020466404183725E+01    0.231889424831683399E+02    0.276095421889804804E+01   -0.113662037772536877E+02
    0.211694112536978096E+02    0.284558503752787484E+01    0.137238760873811111E+04   -0.827555285285316344E+01    0.206085544405335561E+02    0.774936431618328214E+01   -0.111365227251304155E+02
    0.236245285777531357E+02    0.225098484181219405E+01    0.108633952098218333E+04   -0.611612312713038797E+01    0.197912560245243370E+02    0.557082713280916764E+01   -0.110966650338814947E+02
    0.199372979421950980E+02    0.277565020596196632E+01    0.149853885942222951E+04   -0.640121121369009316E+01    0.157804555817820340E+02    0.589795995651435589E+01   -0.106796062614156106E+02
    0.226376935149401675E+02    0.164206209348534382E+01    0.374448366759688156E+03   -0.458904054645914705E+01    0.227505353947906670E+02    0.380431977983385039E+01   -0.105388314762323123E+02
    0.241386312878253904E+02    0.144003422384953073E+01    0.316874646553830246E+03   -0.937443494992812631E+01    0.284714481623756299E+02    0.843623994870438310E+01   -0.103560709063380276E+02
    0.216505681776806576E+02    0.235336377201757108E+01    0.120707750193744619E+04   -0.748046591837967600E+01    0.296114422158037520E+02    0.700087009334528432E+01   -0.100879805236019404E+02
    0.220502072469166066E+02    0.263981243186967784E+01    0.165283040089721476E+04   -0.786594138366354301E+01    0.208247703225514407E+02    0.744128511426241346E+01   -0.100625784774451024E+02
    0.185329489880814222E+02    0.306844935441668021E+01    0.188563034363691190E+04   -0.776524833206499210E+01    0.230262416807069066E+02    0.733557529586968116E+01   -0.100003922501063158E+02
    0.248135670140527722E+02    0.285191229305071836E+01    0.168268902257699847E+04   -0.465544048569846680E+01    0.194376382482985619E+02    0.413283294393245804E+01   -0.989499779768265597E+01
    0.203573326974730193E+02    0.263961548805623192E+01    0.162474276746065971E+04   -0.565469789142654200E+01    0.155183852867822676E+02    0.538146096364110704E+01   -0.986166217841470782E+01
    0.188017200590218714E+02    0.271130977021063790E+01    0.125856443851589711E+04   -0.705352020235143939E+01    0.254383869756734740E+02    0.648906248677132425E+01   -0.980819184349805262E+01
    0.161945257279999204E+02    0.223019765400449277E+01    0.626138260329781247E+03   -0.743370940762103594E+01    0.216185830725333687E+02    0.678765315862154495E+01   -0.974791151567101366E+01
    0.166079069375395818E+02    0.235251229837875186E+01    0.978205463081133644E+03   -0.552996574983117650E+01    0.152826735785872696E+02    0.505560772302352923E+01   -0.965071095237989418E+01
    0.247684582103818371E+02    0.271834030894743606E+01    0.108179053791783667E+04   -0.763795072009892539E+01    0.176781995008124682E+02    0.715113648016918901E+01   -0.964047297022476180E+01
    0.240818728596213845E+02    0.187241784108402953E+01    0.598917416921007089E+03   -0.863683021619392477E+01    0.292801185417835086E+02    0.791453866684134155E+01   -0.963563042794655544E+01
    0.200267881397877936E+02    0.206145210125095346E+01    0.801922057555043239E+03   -0.712790120330350163E+01    0.271530407034655070E+02    0.642064889195755484E+01   -0.956856026827360395E+01
    0.173623173647310871E+02    0.263365402289263217E+01    0.104140657576587091E+04   -0.492620812216506998E+01    0.139365427969727875E+02    0.441113663478074791E+01   -0.956001219761418319E+01
    0.180478509500873230E+02    0.121739276430909893E+01    0.230030490667376853E+03   -0.332622686923550148E+01    0.127676077512275921E+02    0.232323091282797201E+01   -0.948625351952552798E+01
    0.175520197949299757E+02    0.228606219466207250E+01    0.916898905107735573E+03   -0.433254246489448303E+01    0.205657945162034004E+02    0.368541177463949055E+01   -0.941995818009845642E+01
    0.222783563557566886E+02    0.256847025147174746E+01    0.156571190321037557E+04   -0.626219602691048838E+01    0.286402619698486021E+02    0.579250175608331830E+01   -0.938778870389054632E+01
    0.193580393448398524E+02    0.232577906400276069E+01    0.121410794171364682E+04   -0.758717652017497723E+01    0.283500502213750423E+02    0.704893181242338684E+01   -0.938431426670552682E+01
    0.221970582358319746E+02    0.163522659820540950E+01    0.337736573468123765E+03   -0.507062259652173708E+01    0.100441740685416931E+02    0.406576044142690307E+01   -0.933240804460918483E+01
    0.218205011474103685E+02    0.258917963545360985E+01    0.996085697940115210E+03   -0.624632502235190668E+01    0.127457369902071012E+02    0.571314097887645644E+01   -0.927815828829164246E+01
    0.156099538110260774E+02    0.283200357436367378E+01    0.174824145936525770E+04   -0.582407605140962303E+01    0.160293324618028059E+02    0.545819778342203321E+01   -0.907510515089244407E+01
    0.209115690862662866E+02    0.231608815754449315E+01    0.118924932432058995E+04   -0.291399652569890222E+01    0.106861360361313782E+02    0.237074898790901756E+01   -0.905835884650690915E+01
    0.189577312167846941E+02    0.250590231100740279E+01    0.894013498478054203E+03   -0.889020579174532521E+01    0.204873797212243076E+02    0.838083787920751888E+01   -0.897532440316144076E+01
    0.192876023318306622E+02    0.301047969840826601E+01    0.180955105278582118E+04   -0.698669935520879992E+01    0.182149422191899042E+02    0.657413928274004533E+01   -0.892723815701946144E+01
    0.216104987184069195E+02    0.267796359909458204E+01    0.141026369175757782E+04   -0.606530566497541379E+01    0.248375467914942654E+02    0.547421690920062254E+01   -0.889593659259257308E+01
    0.226139038293434176E+02    0.264714902135982078E+01    0.188560408830899451E+04   -0.756666325336453482E+01    0.278559361980508200E+02    0.722686316263771289E+01   -0.889504362343230426E+01
    0.246574606925900888E+02    0.214483642805268593E+01    0.709198290197441679E+03   -0.521775430931866158E+01    0.126729521148104887E+02    0.459848298212658868E+01   -0.886653389765715794E+01
    0.178656152730736260E+02    0.148258120150661243E+01    0.329188190453419224E+03   -0.478385833625559620E+01    0.119717592102839294E+02    0.375543219961559060E+01   -0.884175285334513816E+01
    0.212962888380092004E+02    0.231595615822470968E+01    0.934176468493037191E+03   -0.755179770005831230E+01    0.215822193730970540E+02    0.705884015842863022E+01   -0.876067487019327018E+01
    0.200337084088063122E+02    0.251631056636504891E+01    0.130759936255236562E+04   -0.838769371749614656E+01    0.229660189864534630E+02    0.786360648456138023E+01   -0.873842105092633226E+01
    0.224525761642571311E+02    0.256230212879428842E+01    0.118672479628084193E+04   -0.552594114749214516E+01    0.202821656975780549E+02    0.502948088856150655E+01   -0.862019621842694761E+01
    0.214347150351566675E+02    0.236822675960458806E+01    0.118853089292163918E+04   -0.550764387932690269E+01    0.242160352960909293E+02    0.497259298143984907E+01   -0.860196011107578151E+01
    0.230559629067582392E+02    0.287001223538874761E+01    0.145648835251948390E+04   -0.361564345275002275E+01    0.908082624580668529E+01    0.313002997900921187E+01   -0.854457495538535561E+01
    0.218489006712942526E+02    0.233942537415552465E+01    0.961167157609275137E+03   -0.153174081883931912E+01    0.536310574795462180E+01    0.858658113358190533E+00   -0.849618058768858297E+01
    0.203198802975881492E+02    0.246563048395318640E+01    0.140698012353671265E+04   -0.728837040465765718E+01    0.285712021566403820E+02    0.683451612553941956E+01   -0.849037011026253552E+01
    0.244701639881151607E+02    0.215519416807067277E+01    0.810629741599614817E+03   -0.822160054221480685E+01    0.280282442077782150E+02    0.764938160614488183E+01   -0.839473702443197567E+01
    0.176615250445268295E+02    0.252264937485598395E+01    0.138399985106159374E+04   -0.807879596132472066E+01    0.213654081532081790E+02    0.763543426152709870E+01   -0.837637287607189407E+01
    0.164423888968790806E+02    0.250218087358654140E+01    0.111776789153863865E+04   -0.531808018886352230E+01    0.228285932478469036E+02    0.467733360730997916E+01   -0.835073882970695891E+01
    0.186846573532199933E+02    0.253773058296474119E+01    0.128855224811048674E+04   -0.409483342111480475E+01    0.164303348396005653E+02    0.359927561720413536E+01   -0.834729397306969112E+01
    0.204839540018207380E+02    0.259511448865606464E+01    0.145627524907876887E+04   -0.938514250723727450E+01    0.298308226788141582E+02    0.884239674815028565E+01   -0.830125561676035773E+01
    0.236716225483556073E+02    0.243629371720976806E+01    0.126327756450042511E+04   -0.864163601436253259E+01    0.288926232072385574E+02    0.820772862986560625E+01   -0.824267339386784315E+01
    0.244679915198256488E+02    0.252367957042146607E+01    0.114318549072586075E+04   -0.876087825011051713E+01    0.272247605136559478E+02    0.812747840731490356E+01   -0.823987057695487835E+01
    0.195133807455239463E+02    0.270752744059149153E+01    0.154159162892181303E+04   -0.690422780190479202E+01    0.284505008951266021E+02    0.633272817612435901E+01   -0.821831309885406824E+01
    0.224223862891794035E+02    0.177594665411338282E+01    0.452283991377774555E+03   -0.269682400001226874E+01    0.925094128603288191E+01    0.183447233398391241E+01   -0.820293865070895833E+01
    0.242925325249817590E+02    0.302055063008747826E+01    0.196732756525747664E+04   -0.588599968894134573E+01    0.150989177479161985E+02    0.550770525313477677E+01   -0.818940138244140314E+01
    0.227255965830522584E+02    0.260958141651121966E+01    0.152933388392360530E+04   -0.907602757990318310E+01    0.221374984719845820E+02    0.873366825928321688E+01   -0.817000969702462854E+01
    0.208226509834927143E+02    0.236152252110230387E+01    0.101483799445601460E+04   -0.672953409589810914E+01    0.168163624866672627E+02    0.617832781532708708E+01   -0.816147946462257678E+01
    0.175961187038018494E+02    0.251126528455159459E+01    0.103112220999283204E+04   -0.956012506639380533E+01    0.211366553751948416E+02    0.902207035352770248E+01   -0.814273476348322944E+01
    0.192734768053359140E+02    0.281449356946846851E+01    0.159322012109269372E+04   -0.843003585940974531E+01    0.193694915889618322E+02    0.814997796605658920E+01   -0.811188105142736937E+01
    0.190178917785228592E+02    0.272865178631392924E+01    0.142682735268520446E+04   -0.691978054984159030E+01    0.168814611910218275E+02    0.643731683384581288E+01   -0.810625419459760366E+01
    0.154326311076153857E+02    0.295722733805705795E+01    0.169708897348029859E+04   -0.518250581746182526E+01    0.287263625226165473E+02    0.449143705077988642E+01   -0.809958806845197188E+01
    0.235459012139816863E+02    0.251533818678579468E+01    0.106419315449959595E+04   -0.417785861376448597E+01    0.998954064844660294E+01    0.357203021751955774E+01   -0.805499624095862643E+01
    0.223171998182212583E+02    0.286511388844605452E+01    0.160181083914566261E+04   -0.577737954386386932E+01    0.137939869340346100E+02    0.547171327327434653E+01   -0.801228140522142063E+01
    0.211225497836503777E+02    0.264596377680890171E+01    0.123211523614054158E+04   -0.545564252974403896E+01    0.196820118145873728E+02    0.492470873323121694E+01   -0.800380666337177260E+01
    0.187790624562940032E+02    0.205594370249296521E+01    0.611122875839871881E+03   -0.582693213507526409E+01    0.131555548026652467E+02    0.506563383001074108E+01   -0.798019124579298555E+01
    0.181591055546380247E+02    0.284086679454092073E+01    0.180753996119947601E+04   -0.437058549332490909E+01    0.164094391609852615E+02    0.384275125609667256E+01   -0.797946771891423001E+01
    0.245294686811838254E+02    0.276734754285132745E+01    0.181383134229184134E+04   -0.846654750231965636E+01    0.213321176936912451E+02    0.823798103900842094E+01   -0.797516650038733665E+01
    0.218551417041353488E+02    0.268296717875343127E+01    0.198495086471943841E+04   -0.685179422787154380E+01    0.288038221334883140E+02    0.644998056221566785E+01   -0.795102029277314148E+01
    0.154973785106291224E+02    0.223774518169652570E+01    0.883779023541724996E+03   -0.441881809446793028E+01    0.223198036101580506E+02    0.372219336986035643E+01   -0.793251399761256959E+01
    0.235368615106480128E+02    0.265338503131841552E+01    0.163249243872359216E+04   -0.903497854832155056E+01    0.285393470508672351E+02    0.870215241854085164E+01   -0.790910365509186697E+01
    0.218245192241181414E+02    0.187270481821561008E+01    0.537802274328576459E+03   -0.856541516719030582E+01    0.290371584256275099E+02    0.786018141189677166E+01   -0.788753900160125720E+01
    0.231197054102493418E+02    0.288134559050941741E+01    0.179327929323455555E+04   -0.670037309911780632E+01    0.245634243482893915E+02    0.627740277912014832E+01   -0.788030966179757186E+01
    0.231788028940330690E+02    0.214230907497844125E+01    0.711607177000657089E+03   -0.783083985816538330E+01    0.264746722601378792E+02    0.706206283327889395E+01   -0.783150946981665008E+01
    0.211533735744981506E+02    0.287503196978148390E+01    0.195998227675187513E+04   -0.462295301003150350E+01    0.184913947588406842E+02    0.411259940524162459E+01   -0.778829107746151639E+01
    0.161577152548609675E+02    0.268961758938771922E+01    0.106854300020106734E+04   -0.781891508000972646E+01    0.213820024145741172E+02    0.723993983762474613E+01   -0.777894272884425941E+01
