    0.705121322887406698E+01    0.359863417391576279E+01    0.932426753725154640E+03   -0.257755071886802334E+01    0.290208463672316830E+01    0.154207542355918292E+01   -0.126354721108993537E+02
    0.964136067452739454E+01    0.367147734374943913E+00    0.539272426392532367E+02   -0.357547798153867014E+01    0.419593176131143275E+00    0.737760051959286400E+00   -0.118713863098135253E+02
    0.781774233650152794E+01    0.862369721531462630E+00    0.185230487083793236E+03   -0.861932965169043896E+01    0.140635417492388837E+01    0.707354516446104142E+01   -0.118004559465470820E+02
    0.111708367349005595E+02    0.573066030408019067E+00    0.783982708757356477E+03   -0.360016031473515596E+01    0.234619047760280264E+01    0.514047926163877911E+01   -0.113196002121173418E+02
    0.591154478896751634E+01    0.946367744406275135E+00    0.141782310293741318E+03   -0.105223521982316246E+02    0.575219746249087005E+00    0.650116410795813948E+01   -0.111737203829624043E+02
    0.113275095500217056E+02    0.600252021099270672E+00    0.215497396863500711E+03   -0.114380248327403145E+01    0.125878369548356894E+01    0.539087073553371710E+00   -0.110399865396895027E+02
    0.129754354519503448E+02    0.110988468102150706E+01    0.154581039094995617E+03   -0.662468266243881576E+01    0.190307332360557302E+01    0.903319747556036390E+01   -0.110359811828589969E+02
    0.757903120422687948E+01    0.644453145312629982E+00    0.156057002907244578E+04   -0.102835331094166804E+01    0.615444618352017914E+00    0.474379627602632326E+01   -0.108457135777086471E+02
    0.104780600314168097E+02    0.653930537193579520E+00    0.139717433156993451E+03   -0.110910081567423546E+02    0.335407994637836993E+01    0.892348308210049979E+01   -0.108179264168587821E+02
    0.594602698362026150E+01    0.970848138457173881E+00    0.173371077901313242E+03   -0.882794263204036866E+01    0.998977785080245484E+00    0.900332641022992064E+01   -0.104288919416642845E+02
    0.118763854802811615E+02    0.458501591863004765E+00    0.490571346453878505E+03   -0.331116320748524906E+01    0.283842442965850283E+01    0.450216709828678319E+01   -0.103834101783078019E+02
    0.127607867153913244E+02    0.199086140771227793E+01    0.313242857817583968E+03   -0.419531943427657161E+01    0.346186220222256047E+01    0.343652954540971578E+01   -0.103688120441438656E+02
    0.967048098886652596E+01    0.168445784286034916E+01    0.175739663652144054E+04   -0.249671540713045914E+01    0.236081047453323789E+01    0.373839918672498328E+01   -0.102247732151864401E+02
    0.889874995202473684E+01    0.148664182994730298E+01    0.655397048588754274E+03   -0.752635597278411339E+00    0.215836379252275634E+01   -0.431281955519914106E+00   -0.101878897883778503E+02
